filename,width,height,class,xmin,ymin,xmax,ymax
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,345,109,360,135
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,365,120,385,156
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,397,116,426,161
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,397,143,408,172
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,408,162,426,199
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,431,205,446,236
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,446,195,465,230
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,480,263,501,294
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,459,258,475,295
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,435,232,454,274
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,472,212,503,230
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,498,179,509,207
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,514,143,539,191
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,449,166,476,187
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,461,134,476,159
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,431,116,457,145
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,438,89,467,114
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,389,104,415,130
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,390,66,411,110
levle2_28_jpg.rf.48dfd4e7950611aae5d086a0c831383b.jpg,640,640,papules,374,70,386,99
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,299,381,335,407
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,276,397,317,435
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,227,463,264,488
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,205,446,232,471
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,171,438,206,471
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,180,411,205,440
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,155,400,186,434
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,138,415,172,448
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,123,387,147,405
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,113,364,146,393
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,75,329,108,362
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,105,280,141,316
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,213,411,238,437
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,203,73,229,96
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,396,191,419,221
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,336,114,366,136
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,371,98,401,131
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,407,144,432,174
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,145,344,169,368
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,111,421,130,437
levle2_143_jpg.rf.b14e00e562d58e531f6f3cda6e918a7e.jpg,640,640,papules,196,491,226,515
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,282,200,320,231
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,274,173,306,206
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,233,100,267,140
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,246,76,287,107
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,283,51,336,94
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,329,50,370,84
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,336,81,380,126
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,417,24,475,65
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,514,127,553,166
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,552,125,588,154
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,585,157,630,197
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,590,236,638,271
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,615,251,640,297
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,603,280,640,317
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,589,304,635,340
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,628,308,640,345
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,594,332,636,368
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,519,357,561,398
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,576,367,626,411
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,613,375,640,397
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,620,391,640,422
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,543,400,587,438
levle2_71_jpg.rf.34bd70e4b9fc2d1b8a4f69bf82f3568b.jpg,640,640,papules,464,393,512,436
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,517,244,535,258
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,471,367,497,398
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,500,418,520,445
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,477,430,491,440
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,484,438,498,449
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,476,448,500,459
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,460,457,503,474
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,474,474,499,487
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,431,461,456,485
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,407,478,432,496
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,405,493,432,506
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,443,495,472,512
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,445,510,475,532
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,443,527,465,546
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,427,540,451,563
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,429,573,443,584
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,402,561,420,576
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,442,563,464,581
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,470,539,489,554
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,467,554,495,577
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,503,542,531,566
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,519,526,545,547
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,514,505,535,520
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,472,483,503,505
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,503,486,535,509
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,199,343,226,364
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,507,227,532,245
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,524,211,550,234
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,497,183,527,210
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,440,76,462,106
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,451,61,478,81
levle2_163_jpg.rf.8adb8c7df8a597ded9f2d9fffbbc32e4.jpg,640,640,papules,343,105,376,122
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,200,0,230,49
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,111,21,144,67
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,73,63,102,104
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,263,100,290,139
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,203,71,241,113
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,283,228,317,264
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,193,300,216,344
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,162,294,189,326
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,5,372,45,438
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,44,517,75,569
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,330,522,375,588
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,170,52,210,98
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,230,35,263,85
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,211,105,250,141
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,177,123,215,174
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,210,164,244,199
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,255,166,279,201
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,106,74,141,114
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,97,107,128,152
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,55,136,98,198
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,144,164,186,208
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,191,195,228,249
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,228,219,261,263
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,123,269,159,314
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,121,206,150,249
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,91,273,117,312
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,82,180,122,248
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,7,241,44,289
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,0,233,8,280
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,0,292,4,329
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,66,328,104,380
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,112,362,149,418
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,80,378,109,420
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,128,422,151,466
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,81,421,109,456
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,79,462,111,506
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,184,501,231,561
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,235,488,261,523
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,263,480,291,525
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,121,523,160,579
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,207,347,270,430
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,14,151,37,183
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,244,288,286,323
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,168,383,194,410
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,155,368,180,394
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,281,555,305,587
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,36,448,64,474
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,0,325,17,363
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,212,621,265,634
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,166,578,201,612
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,276,498,312,538
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,186,423,211,452
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,234,318,265,347
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,270,188,297,226
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,55,24,80,56
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,2,198,12,235
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,167,261,203,305
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,129,324,169,364
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,49,410,86,444
levle3_119_jpg.rf.7a1a29578929897c565aba17ee1226b6.jpg,640,640,nodules and cysts,272,257,306,291
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,261,409,313,452
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,318,499,350,523
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,360,527,380,540
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,375,505,421,536
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,295,455,333,489
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,326,440,359,468
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,395,451,442,487
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,370,422,418,457
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,516,428,593,469
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,477,477,555,527
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,395,516,484,559
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,436,549,477,577
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,472,551,497,574
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,492,545,547,591
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,546,516,607,559
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,400,397,437,419
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,430,394,483,434
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,321,373,410,417
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,253,368,296,397
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,269,390,309,415
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,218,388,275,426
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,170,377,241,419
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,139,363,208,399
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,127,352,165,375
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,95,289,150,329
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,125,226,185,281
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,198,246,256,294
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,247,257,287,284
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,247,216,302,256
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,273,192,329,230
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,290,221,340,247
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,297,240,359,277
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,148,300,246,350
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,192,330,256,363
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,257,320,303,359
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,251,296,299,333
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,382,326,449,374
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,348,252,412,297
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,280,271,346,319
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,295,343,354,379
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,468,200,529,230
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,199,28,265,67
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,192,182,263,233
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,406,128,499,178
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,455,88,508,124
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,386,213,479,263
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,452,228,512,262
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,390,280,448,327
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,336,298,389,328
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,564,287,605,315
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,563,262,610,290
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,599,283,622,310
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,228,85,282,121
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,583,560,604,589
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,285,311,340,350
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,230,152,275,177
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,385,95,422,123
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,165,107,207,128
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,293,141,329,163
levle3_102_jpg.rf.34e5264349e57f589ddfac76347d1095.jpg,640,640,nodules and cysts,329,168,365,191
